N° inventaire,Date de réception,Titre,Auteur,Editeur,Date d'édition,Lieu d'édition,Edition,Mode d'acquisition,Statut,Fournisseur,N° achat,Prix,Cote,Localisation,Observation
1987,,????? ??????? ?? ??????????? : ?????? ????? ??????,???? ?????,OPU,2017.0,alger,,Achat,Prêt externe,,,,338.04 ????,ENSIA,
1988,,????? ??????? ?? ??????????? : ?????? ????? ??????,???? ?????,OPU,2017.0,alger,,Achat,Prêt externe,,,,338.04 ????,ENSIA,
1989,,????? ??????? ?? ??????????? : ?????? ????? ??????,???? ?????,OPU,2017.0,alger,,Achat,Prêt externe,,,,338.04 ????,ENSIA,
199,2021-12-19,Systèmes d'exploitation : une approche pratique,Mohamed Benmaiza,OPU,2016.0,alger,2e éd.,Achat,Prêt externe,opu,2021-11-01 00:00:00,834.86,005.432/BEN/3,ENSIA,
1990,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/15/T2,ENSIA,
1991,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/16/T2,ENSIA,
1992,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/17/T2,ENSIA,
1993,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/18/T2,ENSIA,
1994,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/19/T2,ENSIA,
1995,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/20/T2,ENSIA,
1996,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/21/T2,ENSIA,
1997,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/22/T2,ENSIA,
1998,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/23/T2,ENSIA,
1999,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/24/T2,ENSIA,
2,2021-11-01,Calcul DIfferentiel et Integral Tome 01,"Piskounov,N",Office des Publications Universitaires,2006.0,algerie,,Achat,Prêt externe,,,,515.33/PIS/2,ENSIA,
20,,Structure Des Ordinateurs : Autour Du processeur,"Khelifati, Si Larbi",Office des Publications Universitaires,2017.0,ALGER,5 ED.,Achat,Prêt externe,,,,004.22. KHE/2,ENSIA,
200,2021-12-19,Systèmes d'exploitation : une approche pratique,Mohamed Benmaiza,OPU,2016.0,alger,2e éd.,Achat,Prêt externe,opu,2021-11-01 00:00:00,834.86,005.432/BEN/4,ENSIA,
2000,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/25/T2,ENSIA,
2001,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/26/T2,ENSIA,
2002,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/27/T2,ENSIA,
2003,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/28/T2,ENSIA,
2004,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/29/T2,ENSIA,
2005,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/30/T2,ENSIA,
2006,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/31/T2,ENSIA,
2007,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/32/T2,ENSIA,
2008,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/33/T2,ENSIA,
2009,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/34/T2,ENSIA,
201,2021-12-19,LE MANAGEMENT CONSEIL UNE OPTION POUR LA REUSSITE DES ENTREPRISES,GHEDJGHOUDJ El Hadi,OPU,2014.0,ALGER,,Achat,Consultation sur place,opu,2021-11-01 00:00:00,678.9,658 GHE/1,ENSIA,
2010,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/35/T2,ENSIA,
2011,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/36/T2,ENSIA,
2012,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/37/T2,ENSIA,
2013,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/38/T2,ENSIA,
2014,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/39/T2,ENSIA,
2015,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/40/T2,ENSIA,
2016,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/41/T2,ENSIA,
2017,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/42/T2,ENSIA,
2018,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/43/T2,ENSIA,
2019,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/44/T2,ENSIA,
202,2021-12-19,Groupes anneaux corps,Zizi Khelifa,OPU,2016.0,ALGER,,Achat,Consultation sur place,opu,2021-11-01 00:00:00,,512.2/ZIZ/1,ENSIA,
2020,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/45/T2,ENSIA,
2021,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/46/T2,ENSIA,
2022,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/47/T2,ENSIA,
2023,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/48/T2,ENSIA,
2024,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/49/T2,ENSIA,
2025,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/50/T2,ENSIA,
2026,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/51/T2,ENSIA,
2027,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/52/T2,ENSIA,
2028,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/53/T2,ENSIA,
2029,,Elements D'analyse Tome 2 : fonctions d'une variable réelle :1re 2re années d'université,KADA ALLAB,OPU,2007.0,Alger,,Achat,Prêt externe,,,,515 ALL/54/T2,ENSIA,
203,2021-12-19,Groupes anneaux corps,Zizi Khelifa,OPU,2016.0,ALGER,,Achat,Prêt externe,opu,2021-11-01 00:00:00,,512.2/ZIZ/2,ENSIA,
2030,,THEORIE ET PRATIQUE DES FONCTIONS D'UNE VARIABLE COMPLEXE : Application a la physique de la terre au génie pétrolier,K.BADDARI,OPU,2011.0,ALGER,,Achat,Prêt externe,,,,515 BAI/11,ENSIA,
2031,,THEORIE ET PRATIQUE DES FONCTIONS D'UNE VARIABLE COMPLEXE : Application a la physique de la terre au génie pétrolier,K.BADDARI,OPU,2011.0,ALGER,,Achat,Prêt externe,,,,515 BAI/12,ENSIA,
2032,,THEORIE ET PRATIQUE DES FONCTIONS D'UNE VARIABLE COMPLEXE : Application a la physique de la terre au génie pétrolier,K.BADDARI,OPU,2011.0,ALGER,,Achat,Prêt externe,,,,515 BAI/13,ENSIA,
2033,,THEORIE ET PRATIQUE DES FONCTIONS D'UNE VARIABLE COMPLEXE : Application a la physique de la terre au génie pétrolier,K.BADDARI,OPU,2011.0,ALGER,,Achat,Prêt externe,,,,515 BAI/14,ENSIA,
2034,,THEORIE ET PRATIQUE DES FONCTIONS D'UNE VARIABLE COMPLEXE : Application a la physique de la terre au génie pétrolier,K.BADDARI,OPU,2011.0,ALGER,,Achat,Prêt externe,,,,515 BAI/15,ENSIA,
2035,,THEORIE ET PRATIQUE DES FONCTIONS D'UNE VARIABLE COMPLEXE : Application a la physique de la terre au génie pétrolier,K.BADDARI,OPU,2011.0,ALGER,,Achat,Prêt externe,,,,515 BAI/16,ENSIA,
2036,,THEORIE ET PRATIQUE DES FONCTIONS D'UNE VARIABLE COMPLEXE : Application a la physique de la terre au génie pétrolier,K.BADDARI,OPU,2011.0,ALGER,,Achat,Prêt externe,,,,515 BAI/17,ENSIA,
2037,,THEORIE ET PRATIQUE DES FONCTIONS D'UNE VARIABLE COMPLEXE : Application a la physique de la terre au génie pétrolier,K.BADDARI,OPU,2011.0,ALGER,,Achat,Prêt externe,,,,515 BAI/18,ENSIA,
2038,,THEORIE ET PRATIQUE DES FONCTIONS D'UNE VARIABLE COMPLEXE : Application a la physique de la terre au génie pétrolier,K.BADDARI,OPU,2011.0,ALGER,,Achat,Prêt externe,,,,515 BAI/19,ENSIA,
2039,,THEORIE ET PRATIQUE DES FONCTIONS D'UNE VARIABLE COMPLEXE : Application a la physique de la terre au génie pétrolier,K.BADDARI,OPU,2011.0,ALGER,,Achat,Prêt externe,,,,515 BAI/20,ENSIA,
204,2021-12-19,Groupes anneaux corps,Zizi Khelifa,OPU,2016.0,ALGER,,Achat,Prêt externe,opu,2021-11-01 00:00:00,,512.2/ZIZ/3,ENSIA,
2040,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/11,ENSIA,
2041,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/12,ENSIA,
2042,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/13,ENSIA,
2043,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/14,ENSIA,
2044,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/15,ENSIA,
2045,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/6,ENSIA,
2046,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/17,ENSIA,
2047,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/18,ENSIA,
2048,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/19,ENSIA,
2049,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/20,ENSIA,
205,2021-12-19,Groupes anneaux corps,Zizi Khelifa,OPU,2016.0,ALGER,,Achat,Prêt externe,opu,2021-11-01 00:00:00,,512.2/ZIZ/4,ENSIA,
2050,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/21,ENSIA,
2051,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/22,ENSIA,
2052,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/23,ENSIA,
2053,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/24,ENSIA,
2054,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/25,ENSIA,
2055,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/26,ENSIA,
2056,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/27,ENSIA,
2057,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/28,ENSIA,
2058,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/29,ENSIA,
2059,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/30,ENSIA,
206,2021-12-19,Fonctions d'une variable réelle,Zizi Khelifa,OPU,2015.0,alger,,Achat,Prêt externe,opu,2021-11-01 00:00:00,,515/ZIZ/1,ENSIA,
2060,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/31,ENSIA,
2061,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/32,ENSIA,
2062,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/33,ENSIA,
2063,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/34,ENSIA,
2064,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/35,ENSIA,
2065,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/36,ENSIA,
2066,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/37,ENSIA,
2067,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/38,ENSIA,
2068,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/39,ENSIA,
2069,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/40,ENSIA,
207,2021-12-19,Fonctions d'une variable réelle,Zizi Khelifa,OPU,2015.0,alger,,Achat,Prêt externe,opu,2021-11-01 00:00:00,,515/ZIZ/2,ENSIA,
2070,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/41,ENSIA,
2071,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/42,ENSIA,
2072,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/43,ENSIA,
2073,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/44,ENSIA,
2074,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/45,ENSIA,
2075,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/46,ENSIA,
2076,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/47,ENSIA,
2077,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/48,ENSIA,
2078,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/49,ENSIA,
2079,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/50,ENSIA,
208,2021-12-19,Fonctions d'une variable réelle,Zizi Khelifa,OPU,2015.0,alger,,Achat,Prêt externe,opu,2021-11-01 00:00:00,,515/ZIZ/3,ENSIA,
2080,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/41,ENSIA,
2081,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/42,ENSIA,
2082,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/53,ENSIA,
2083,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/54,ENSIA,
2084,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/55,ENSIA,
2085,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/56,ENSIA,
2086,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/47,ENSIA,
2087,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/58,ENSIA,
2088,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/59,ENSIA,
2089,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/60,ENSIA,
209,2021-12-19,Fonctions d'une variable réelle,Zizi Khelifa,OPU,2015.0,alger,,Achat,Prêt externe,opu,2021-11-01 00:00:00,,515/ZIZ/4,ENSIA,
2090,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/61,ENSIA,
2091,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/62,ENSIA,
2092,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/63,ENSIA,
2093,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/64,ENSIA,
2094,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/65,ENSIA,
2095,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/66,ENSIA,
2096,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/67,ENSIA,
2097,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/58,ENSIA,
2098,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/69,ENSIA,
2099,,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,Mohammed hazi,,2016.0,Alger,,Achat,Prêt externe,,,,512.55 HAZ/70,ENSIA,
21,,Structure Des Ordinateurs : Autour Du processeur,"Khelifati, Si Larbi",Office des Publications Universitaires,2017.0,ALGER,5 ED.,Achat,Prêt externe,,,,004.22. KHE/3,ENSIA,
